Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio,_blast_prop_count,_local_prop_count,_global_prop_count
12,ZTF18aabsyqp,0.07667208,1.332e-05,z_gal,58183.60938210772,0.001131708,-1.23112522,-0.093517498,0.2829535675191437,7.795595778390535e-05,0.1155903015682342,0.05812476,-1.2e-05,-0.011949311,0.010194994,-9.59e-07,-4.38e-06,0.000124288,0.022616379,3.1,0,0.021318756,162.818489,22.477574,snia-cosmo,norm,1.0,1.0,2018aey,100.0,SN Ia,,,162.8194495024235,22.476883361153487,0.07666291,0.0224690833315253,8.423365939496627,-0.3486509515658341,-8.762166925149312,4.48722144315947,0.6707092958793885,10.148449288904366,0.2105070490278307,-9.943477953933304,5.984862938556173,0.6015101719954514,10,5,5
13,ZTF18aabtaor,0.07968253,1.037e-05,z_gal,58188.99620672599,0.000913881,0.2682808891737634,-0.128799152,0.3063527892809361,4.446317537511234e-05,0.2262749855095245,0.044197193,-1.05e-06,-0.053452983,0.005068227,-2.01e-06,-1.72e-06,-0.001440991,0.017656693,3.1,0,0.1465551936241862,172.095339,44.748985,snia-cosmo,norm,1.0,1.0,2018aic,100.0,SN Ia,,,172.0979294249035,44.74915207545798,0.07983481,0.0176752582564949,7.856932119282565,-1.1262786544524734,-8.976270892655755,3.4038193999011455,0.71844764676103,10.21182849992738,1.0185316757486471,-9.19199656836524,6.067685687010797,0.6214296840061481,10,5,5
14,ZTF18aabtiph,0.03597421,1.48e-05,z_gal,58178.67028134442,0.003541549,-2.37397875,-0.293111121,0.4026628470419382,0.000507067,0.1783517996036394,0.097264739,-0.00010578,0.025200475,0.015537451,-5.57e-05,-4.88e-05,0.010227651,0.018811278,3.1,0,0.1270714817704331,183.846314,27.626488,snia-cosmo,norm,1.0,0.0,2018yq,100.0,Ia,,2018yq,183.84639014,27.62621411,0.03591977,0.018811650685966,10.061829877628918,-0.0550950782750701,-10.109940873577774,7.441173917965729,0.5822256524212917,10.318901590546313,-0.7827908814072424,-11.152572631334518,8.24517561807084,0.566782594334346,10,5,5
15,ZTF18aabtwqb,0.06692991,0.00310846,z_snid,58189.84396430357,0.001408785,0.2653482393990167,-0.118731053,0.394937814,8.371687366804986e-05,0.270372609,0.048423863,-5.56e-06,-0.0712303,0.006591349,-5.99e-06,-3.52e-06,-0.001093362,0.047076006,3.1,0,0.01012408,112.585958,18.190678,snia-cosmo,norm,1.0,1.0,2018abj,100.0,SN Ia,,,112.586691091436,18.190475949166377,,0.0470704414695501,8.749616152103794,-0.6495294843641373,-9.39507387931323,5.974748313564339,0.6323482989885683,9.836405723115671,-0.1313368774746688,-9.971100166599696,5.800753719907563,0.6096839676595619,10,5,5
16,ZTF18aabukgo,0.0261185,1.11e-05,z_gal,58785.858268315766,0.001711094,-0.137199686,0.5406329286493873,2.424966969745583,0.001072222,2.244164415974585,0.3935284007630892,-0.001137663,-0.175954291,0.3837332491123062,-0.002203405,-0.000439881,0.8643011902676877,0.011639609,3.1,0,0.3482691459416701,154.926636,43.366308,snia-cosmo,norm,0.0,0.0,2019tjj,100.0,Ia,,2219041,154.926743,43.366459,0.02611178,0.0116429356485605,9.779390573950252,-1.5727066714710891,-11.382393882471172,8.057708377721024,0.5710571391742133,9.956159828804306,-1.8105731931330156,-11.761977597667723,9.137576991272663,0.5647010644059202,10,5,5
17,ZTF18aabvpeg,0.03703043,1.036e-05,z_gal,58177.50829671015,0.00016821,1.7287281832426629,1.0717112416537422,1.1109729012714524,4.915789517771816e-05,0.8300689964258818,0.1818575161029721,-1.26e-05,-0.034744795,0.0157373,-2.05e-05,-9.06e-06,0.079406259,0.027164194,3.1,0,0.9999999999987434,122.149918,20.063154,snia-cosmo,norm,1.0,0.0,,100.0,,,1615081,122.14978,20.063028,0.03701855,0.0271646542102098,9.534198963059929,-0.990938755329477,-10.563171855853891,7.7708328182162365,0.5789434329012749,9.845753429397664,-0.3744058621852784,-10.251042322539114,7.185643771726209,0.5850957041806338,10,5,5
18,ZTF18aabxrjp,0.07917714,2.173e-05,z_gal,58191.33234,0.00065187,-0.509389526,0.024136832,0.226172217,3.748608530283894e-05,0.2880605696771287,0.049991179,7.79834326938471e-09,-0.042190987,0.004326187,-3.48e-06,-1.57e-06,-0.001687846,0.020640472,3.1,0,5.431714010997162e-05,185.543276,26.994508,snia-pec,03fg,1.0,1.0,2018aii,98.52941176470588,SN I,,J122210.43+265940.3,185.543491,26.994552,0.07917714,0.0206382749602198,10.229463822322312,-1.026213976006215,-11.230676857799695,10.814731062905611,0.5610842727165993,10.410692400666251,-1.787344936455331,-12.16874674798508,8.210556403776895,0.5671695402975405,10,5,5
19,ZTF18aabyhlc,0.02905506,1.526e-05,z_gal,58180.62126192248,0.001247359,-2.74757431,0.3330676960088438,0.5041427268151892,0.000122144,0.091428252,0.063529518,-4.25e-05,0.009264298,0.016904983,-6.15e-06,-7.32e-06,0.002846503,0.011580525,3.1,0,0.9955929225303692,226.845147,38.416547,snia,,1.0,1.0,2018aab,100.0,,,,226.84681776864196,38.420393301027225,0.02901171,0.0115251906402409,7.749330873949141,-1.8262279126308296,-9.562704880645114,6.54854744362914,0.6060635527672633,10.268760897263824,-1.7326411333695586,-12.025742878724648,10.212218452199885,0.5633939495717116,10,5,5
20,ZTF18aadzfso,0.06213131,0.00332866,z_snid,58888.322552095786,0.000802822,-0.171777528,0.1255020765826863,0.099889065,2.79916287742313e-05,0.1730866597751126,0.031509849,-5.03e-07,0.004832859,0.000303407,-1.75e-06,-7.57e-07,0.001079315,0.087385627,3.1,0,0.2671759049336924,106.823644,43.316428,snia,,1.0,1.0,2020biz,100.0,SN Ia,,,106.8237097976823,43.316374903753854,0.052805,0.0873926584422588,10.211845516262905,-1.602260817026749,-11.814055968766018,8.57804504848001,0.5654454464773084,10.646757353954252,-0.4102505390752901,-11.038110239859252,11.356158140088784,0.5647560146433783,10,5,5
22,ZTF18aagrcfl,0.04785957,1.653e-05,z_gal,58192.610793487125,0.0011629,1.253838914310036,0.1511888185044167,0.4211899310757871,5.087570819933352e-05,0.141741702,0.033973048,-1.33e-05,-0.036807963,0.007219403,1.4548039796847583e-06,-1.52e-06,-0.001606132,0.014243939,3.1,0,0.9999579885929912,236.095888,39.558108,snia-cosmo,norm,0.0,1.0,2018aej,100.0,,,2151913,236.096085,39.558907,0.04793393,0.014225161075592,9.858355438514112,-0.8151873547389331,-10.642946850040984,8.47009191883562,0.5676014126302023,10.55153983427169,-0.050421424339991,-10.614950889281586,9.516874020031818,0.565782082343268,10,5,5
24,ZTF18aagrebu,0.05492675,1.29e-05,z_gal,58175.73485602864,0.002299459,-1.063222954,-0.211553131,1.5642643837854848,0.000320495,0.1804975006025074,0.072608512,-0.000454242,0.0384904,0.09303598,-2.84e-05,-2.22e-05,0.005568548,0.061193118,3.1,0,0.044697015,250.915858,26.596243,snia-cosmo,norm,0.0,0.0,2018zp,100.0,SN Ia,,1781937,250.917282,26.596638,0.05492675,0.0612118212878704,8.520429905861878,-1.0786949239267487,-9.587622102491808,6.470152566552809,0.5927134020094758,10.22463977565428,0.4238069938175572,-9.806051132966308,5.975062528815263,0.6042332645112253,10,5,5
26,ZTF18aagrtxs,0.02974109,1.121e-05,z_gal,58213.15026791291,0.005583245,-0.711099829,-0.148608617,0.04138177,0.000170287,0.037109825,0.028008571,2.0735687235291903e-06,-0.000202864,-0.000397335,3.193792142581116e-09,-4.14e-06,-0.000116982,0.009839961,3.1,0,1.3033276997073706e-06,198.606075,50.977709,snia-cosmo,norm,1.0,1.0,2018amo,100.0,Ia,,2018amo,198.60868884,50.97918289,0.02970885,0.009833925589919,9.392011175328914,-1.171729808983566,-10.569638904490732,7.816211116000013,0.5749723724749046,10.71068395010111,-1.201713871444558,-11.922884704164376,8.13184600577239,0.5760431860984067,10,5,5
27,ZTF18aagstdc,0.04036722,0.00388973,z_snid,58214.47844466911,0.004135292,-0.047931292,-0.09761537,0.035814634,0.000125131,0.049832167,0.027517499,1.292591464730712e-06,-0.000336499,-0.000322083,-1.3e-07,-2.99e-06,-0.000123579,0.01723592,3.1,0,0.099247432,237.514822,42.088482,snia-cosmo,norm,1.0,1.0,2018apn,100.0,SNIa,,2018apn,237.5148629,42.08846301,0.039,0.0172358463704586,8.220653701282144,-1.5648143879400729,-9.87909831283704,6.498349853560985,0.6249906372067829,8.130934365229155,-1.2908678829320022,-9.433842434890757,5.6921553748814,0.6338323798792577,10,5,5
28,ZTF18aagtcxj,0.03235875,1.75e-05,z_gal,58213.95033146832,0.001038971,-1.883614052,0.4128866070449392,0.04356523,3.4237437996748575e-05,0.046483656,0.029781786,5.297338667171864e-07,-0.000167228,-0.000507592,-5.62e-08,-9.04e-07,-6.11e-05,0.010263233,3.1,0,0.2691278535355169,248.048142,42.713406,snia-cosmo,norm,1.0,1.0,2018aqm,99.75786924939467,Ia,,2018aqm,248.03683228,42.70802454,0.272897,0.0103903488256037,9.92747039341755,-0.889482338227155,-10.857943713665884,7.731121805490425,0.5865858687910322,8.723984966390317,-1.8482673713703468,-10.602110888088928,8.867243320518075,0.567527003250223,10,5,5
30,ZTF18aahatvc,0.07784326,1.016e-05,z_gal,58985.92341576101,0.000945047,1.3130588258732798,0.026733648,0.1484076097731304,3.09245691601701e-05,0.1612938627590558,0.03198512,2.819572096952688e-07,-0.005337455,7.756930130233146e-05,-1.14e-06,-7.73e-07,-0.000518309,0.018028642,3.1,0,0.004153958,230.519091,30.048732,snia-cosmo,91t,1.0,1.0,2020itn,100.0,SN Ia-91T-like,,2020itn,230.51905664,30.04882367,0.07784651,0.0180273375287652,9.50801555242867,-0.75851282041256,-10.296154775962654,6.920463790047186,0.5857407880372613,9.889911728164126,-0.1611305445650782,-10.045535409028604,6.7901468415462105,0.5828164523087243,10,5,5
31,ZTF18aahesrp,0.0647862,1.025e-05,z_gal,58207.72169400481,0.000796547,-0.063800724,0.097765187,1.055734092482453,3.4806779271156845e-05,0.5007158074452996,0.052978559,5.885807327779394e-06,-0.433716018,-0.026433456,-5.23e-06,-1.32e-06,0.010462872,0.034747615,3.1,0,0.394840171,128.939288,28.270255,snia-cosmo,norm,0.0,0.0,2018aqy,100.0,,,,128.938943539159,28.270466967160104,,0.0347423807531595,8.607650989278168,-0.8080278819969856,-9.4033593742521,4.488049895031258,0.6490438380078207,9.190211328816243,-0.9845221715764216,-10.177418676038949,6.44693586140928,0.5891918665057405,10,5,5
32,ZTF18aahfbqp,0.04114499,1.344e-05,z_gal,59208.83655494514,0.003086657,-1.969448826,-0.112339892,0.2042670864066167,0.000170895,0.2787684381615879,0.056368413,-7.93e-07,0.001220338,0.000746747,-2.55e-05,-7.39e-06,0.003757871,0.019828617,3.1,0,0.6495781866120017,156.678658,21.724132,snia-cosmo,norm,1.0,1.0,2020acua,100.0,SN Ia,,2020acua,156.67857805,21.72402237,0.04114499,0.0198278496414423,10.44179616622257,0.4148667088105139,-10.020634178309752,6.676878365733852,0.6003217863988831,11.178302160157546,-1.54356215979293,-12.696196947644207,12.08650570729013,0.5668138806451468,10,5,5
33,ZTF18aahfeiy,0.07123715,1.295e-05,z_gal,58214.52018798944,0.000936119,1.2857740959956043,0.006734756,0.1748666483654233,3.47661819769778e-05,0.1524123712793775,0.033050177,9.461035453809652e-07,-0.008211185,-0.00131973,-2.15e-06,-1.01e-06,0.00140272,0.00986686,3.1,0,0.987730216,154.31483,43.523469,snia-cosmo,norm,1.0,1.0,2018loy,100.0,SN Ia,,,154.31164096224964,43.52192036364878,0.07123715,0.0098600545711815,8.058931490896807,-1.0370761602488998,-9.058937197995771,4.963614611955161,0.6724436397004848,10.279476399416655,0.711911144680582,-9.600632071319064,6.079030393181583,0.6050945162784306,10,5,5
34,ZTF18aahfgsk,0.053865,1.313e-05,z_gal,58215.52664059572,0.001643723,0.3158562223135606,-0.108170333,0.1346104073636524,6.24237018180564e-05,0.1080102821011784,0.031677719,-9.88e-07,-0.002238194,0.00014155,-2.94e-06,-1.74e-06,0.000971588,0.02655248,3.1,0,0.1482773888744763,181.242959,32.391378,snia-cosmo,norm,1.0,1.0,2018aqk,100.0,Ia,,2018aqk,181.24580791,32.39119082,0.05376839,0.0266019027680158,9.073378966169049,-1.319365978125833,-10.398456795879772,7.471180499315261,0.5762702854396025,11.117322706089617,0.4387965592897226,-10.671358184456402,7.920946367990861,0.581330919196053,10,5,5
35,ZTF18aahfgyz,0.01196824,1.248e-05,z_gal,58216.08318885292,0.002228559,-2.070351599,0.5492031846228829,0.2978371872923162,0.000108177,0.089392813,0.038844778,-8.35e-06,-0.01179193,0.00092989,-5.74e-07,-3.73e-06,-6.38e-05,0.021913776,3.1,0,6.364753668888416e-45,175.28327,24.819567,snia-pec,91bg,0.0,0.0,2018ast,88.88888888888889,SN Ia-91bg-like,,NGC3812,175.282013,24.821684,0.012012,0.0219059298187494,10.131229353524274,-1.838598977348317,-11.974937632165275,9.980556584397318,0.5643540378049784,10.720336240184585,-2.0368773862209446,-12.742251338689874,11.03482418755589,0.5661220986507773,10,5,5
37,ZTF18aahfzea,0.02435577,1.243e-05,z_gal,58220.33817925686,0.007741027,0.1699589537769325,-0.162483491,0.3243870375699771,0.000365026,0.1538717513159493,0.038807273,-5.67e-05,-0.027017839,0.005519243,-5.22e-06,-1.27e-05,-0.000272879,0.032158049,3.1,0,0.8314140288275885,181.361093,20.299105,snia-cosmo,norm,1.0,1.0,2018aqh,100.0,Ia,,2018aqh,181.3663,20.3087,0.02435577,0.0320121965557336,7.663676960384926,-1.703167342670951,-9.351025626353136,6.677600230155073,0.6144485443625356,10.865095767009056,0.4673362535695141,-10.399151332356729,8.449933780590712,0.5697655382139247,10,5,5
38,ZTF18aahheaj,0.05275113,1.415e-05,z_gal,58226.14394950876,0.001367171,0.933237214,0.025291618,0.2023885232047177,4.982490388567807e-05,0.1578564448904543,0.032312061,-2.2e-06,-0.008839184,0.001859232,-1.14e-06,-1.39e-06,-0.000227539,0.02177072,3.1,0,0.999173888,195.110534,18.619384,snia-cosmo,norm,1.0,1.0,2018avp,100.0,Ia,,2018avp,195.1118355,18.6197694,0.05270904,0.021768665164709,8.298608798589388,-1.48135266371554,-9.798962054446298,5.965978404604478,0.6088734973044317,9.679750987159682,-0.3618155978493577,-10.047754604164895,9.196608565723707,0.565632245502593,10,5,5
39,ZTF18aahhenr,0.07637882,2.162e-05,z_gal,58222.06182443193,0.000957447,0.7339063751365624,-0.152800265,0.2159823191723262,3.536808551846116e-05,0.1909675598324022,0.032111406,-1.05e-06,-0.011892605,0.000829124,-2.64e-06,-1.01e-06,0.001828508,0.010154107,3.1,0,0.7969284338125948,207.363157,26.462086,snia-cosmo,91t,1.0,1.0,2018are,100.0,Ia-91T,,2018are,207.36148439,26.46189032,0.07637882,0.0101673822663724,9.141046554501743,-1.6226909052598506,-10.790120372323006,7.455734522988186,0.5833370994047025,10.924415218477511,-1.8842917762323532,-12.782792082579506,10.717715869717482,0.5650113395513938,10,5,5
40,ZTF18aahjafd,0.03588143,2.614e-05,z_gal,58230.56988708589,0.001320853,-0.665964408,0.3376155237085839,0.1199764913799299,4.3531776104974856e-05,0.1020819821067517,0.029400926,-2.73e-07,-0.005559552,0.000322462,-4.87e-07,-1.11e-06,-4.68e-05,0.009863088,3.1,0,0.000268283,198.274437,23.459355,snia-cosmo,norm,1.0,1.0,2018loz,99.09090909,SN Ia,,,198.27440321251188,23.459310774472527,0.0358346,0.0098635090142488,9.574701790527412,-1.843952899876282,-11.4336037211871,8.377615681408283,0.5669160004273734,9.566398070206931,-1.6773166454781545,-11.242917851830102,8.449570952155788,0.5619644410534067,10,5,5
41,ZTF18aahjaxz,0.04630438,1.365e-05,z_gal,58226.16427617669,0.000463336,-3.041636145,0.3409957160745509,0.1516856894522789,1.8379927700196483e-05,0.1592492834123247,0.037362978,-8.81e-07,-0.002966298,0.001874108,-1.79e-07,-5.95e-07,-0.000405194,0.015736285,3.1,0,0.001843978,193.455954,29.590735,snia-pec,91bg,1.0,0.0,2018avg,97.10144927536231,SN Ia,,43834,193.452499,29.588322,0.04630438,0.0155942001938819,8.836877167156015,-1.0984299028544953,-9.942585727917894,6.570956266204654,0.5919116870918414,10.96359246227033,0.3480438766644313,-10.611434361033712,7.306832605982834,0.5839272047722145,10,5,5
47,ZTF18aahqmsr,0.06210194,1.026e-05,z_gal,58233.97697358328,0.000873743,0.8539242970413163,0.082794694,0.1409132175322156,2.895112583023874e-05,0.1484985765314086,0.03017582,-5.68e-07,-0.005011934,0.00097233,-9.28e-07,-7.35e-07,3.525231818059676e-06,0.016881542,3.1,0,0.003698016,159.649636,35.971196,snia-cosmo,norm,1.0,1.0,2018lpa,96.55172413793105,SN Ia,,,159.64996242622846,35.97126740260834,,0.0168797511979937,9.134470323653025,-0.9687315753641788,-10.079681066905266,5.867153559606059,0.622344373315753,9.595728912935066,0.4972704895004273,-9.093088619538094,6.123903679351418,0.6136281207619964,10,5,5
48,ZTF18aahrdpu,0.10156591,2.723e-05,z_gal,58222.38060831076,0.000480645,1.2573153549004024,-0.045887661,1.4018204623716883,3.5929876759204545e-05,0.8630973423068105,0.084981934,-3.12e-05,-0.608105995,0.073086101,-3.25e-06,-2.34e-06,-0.010820863,0.032886154,3.1,0,0.4773764182495316,127.808004,28.280239,snia,,1.0,0.0,,100.0,,,,127.80794003615162,28.280265906218396,,0.0328870284557342,10.006641161722587,0.135417837210604,-9.879263596566142,6.317602651810093,0.6029547679865825,10.395675299135211,-0.320431973947964,-10.715922789828529,7.1436760611015835,0.5856162466620752,10,5,5
49,ZTF18aahshhp,0.059615,1.414e-05,z_gal,58911.30113880571,0.001352036,-0.721587585,-0.043226152,0.1387938760599354,4.280571453696674e-05,0.2287905644049187,0.028055056,-5.65e-07,0.017241058,0.000605258,-2.24e-06,-1.02e-06,0.001149837,0.009230399,3.1,0,0.3219292177096283,190.20547,25.750446,snia-cosmo,norm,1.0,1.0,2020dln,100.0,SN Ia,,2020dln,190.20566064,25.75037451,0.059615,0.0092275711148977,10.524561346201974,-0.3561063535177379,-10.850947942255788,7.895032378821839,0.5817811535607385,10.985352514522503,-2.2602441421967736,-13.200589033113095,12.256246355761174,0.5592194904005096,10,5,5
50,ZTF18aahsmrw,0.07839277,2.081e-05,z_gal,58233.35714104441,0.000379296,-0.122826738,0.1449492981408791,0.2019013404897123,1.3001924406249228e-05,0.1309484601575837,0.03217178,-7.16e-08,-0.016798526,0.000156342,-3.83e-07,-3.46e-07,0.000294093,0.026945137,3.1,0,4.594439311794587e-31,181.95224,22.597199,snia-cosmo,norm,1.0,0.0,,97.81659388646288,,,,181.9523344538759,22.59714896549067,0.07839277,0.0269430412352085,10.15944730290743,-1.5381259782606078,-11.59944894405118,8.496471448232361,0.5685518767151043,10.636450100318326,-2.732106706883336,-13.435447090062,11.953325089386947,0.5583473781970322,10,5,5
52,ZTF18aahvndq,0.01543852,1.82e-05,z_gal,58991.683403291456,0.012225948,-0.956197059,0.091004269,0.1774845210384228,0.000425818,0.087389082,0.032024005,-6.65e-07,-0.007007115,-0.000158955,-4.7e-06,-1.15e-05,-0.00018009,0.010924681,3.1,0,0.9724669376219416,198.722696,27.008415,snia-cosmo,norm,1.0,1.0,2020jhf,100.0,Ia,,2020jhf,198.7227,27.008,0.01543852,0.0109178245812654,9.70613277852828,-1.561337231366949,-11.261062671391388,10.421759467350268,0.567013476286409,10.143971824780929,-0.4407110465866382,-10.636694261816968,8.516764687160233,0.5689226642965793,10,5,5
