SNID,RA,DEC,zHEL,TYPE
1252810,41.878887,-1.60164,0.5814,None
1252829,34.339848,-5.662609,0.45288,None
1252917,37.300167,-4.718976,0.6941,None
1252918,37.299671,-5.070037,0.83727,None
1252926,36.346783,-4.232304,0.92582,None
1252939,36.183205,-4.845101,0.668,None
1252970,54.600784,-28.779387,0.4625,None
1253046,53.643997,-26.873615,0.50192,None
1253101,7.465117,-43.137768,0.4544,None
1253119,9.183609,-44.232952,0.3201,None
1253131,10.159466,-44.371948,0.40448,None
1253148,10.54467,-43.468792,0.43972,None
1253180,52.867516,-28.937798,0.4621,None
1253243,42.204128,-0.523807,0.57842,None
1253324,43.394016,0.019034,0.17026,None
1253358,41.259747,-0.885598,0.71506,None
1253406,41.88628,-0.629973,0.36229,None
1253474,34.528904,-5.711419,0.4479,None
1253475,34.614033,-5.639099,0.45532,None
1253572,35.547745,-5.929325,0.52092,None
1253816,36.952843,-4.989201,0.90975,None
1253857,36.788124,-4.370526,0.858,None
1253871,35.732998,-5.012414,0.8493,None
1253895,54.488648,-27.30871,0.49331,None
1253920,54.629311,-27.04277,0.19599,None
1253972,53.201866,-27.90443,0.8409,None
1253997,55.035343,-29.436558,0.59134,None
1254000,53.674316,-29.56455,0.53356,None
1254002,54.683685,-30.014547,0.53644,None
1254051,54.068234,-28.63829,0.76214,None
1254070,54.677429,-28.224115,0.49305,None
1254108,53.434582,-27.813009,0.96764,None
1254150,53.052013,-27.550348,0.70484,None
1254299,34.452263,-4.535881,0.49625,None
1254356,35.395763,-7.22091,0.35238,None
1254566,37.117878,-5.225364,0.79259,None
1254670,54.212891,-27.824284,0.5055,None
1254671,54.306751,-27.421778,0.47119,None
1254762,55.135277,-29.220913,0.39875,None
1254889,53.054306,-27.711176,0.60613,None
1255008,7.37426,-42.466538,0.44489,None
1255130,9.548176,-43.568249,0.62529,None
1255139,52.31905,-29.002453,0.65054,None
1255142,9.056157,-43.54142,0.5779,None
1255169,52.359085,-27.170658,1.04763,None
1255312,42.452225,0.592531,0.35658,None
1255382,41.216629,-0.965901,0.58171,None
1255399,40.819565,-1.867107,0.38239,None
1255412,41.137352,-1.56517,0.37303,None
1255423,41.982647,-1.019759,0.66801,None
1255470,35.054485,-5.448795,0.46997,None
1255487,34.843529,-5.667872,0.45131,None
1255523,34.504883,-4.966108,0.55665,None
1255545,35.21925,-4.341946,0.60314,None
1255576,36.108929,-7.297556,0.28112,None
1255657,35.013001,-6.03887,0.59011,None
1255730,36.651787,-4.540757,0.69242,None
1255735,36.338856,-4.395294,0.36573,None
1255737,36.613785,-4.357957,0.92049,None
1255824,35.777954,-4.511268,0.82,None
1255974,54.922604,-29.042166,0.34358,None
1256028,52.945858,-28.816963,0.95596,None
1256332,37.245853,-4.734875,0.47919,None
1256335,35.884377,-4.883153,0.6207,None
1256426,54.221615,-29.861069,0.33273,None
1256432,54.723019,-29.35157,0.51183,None
1256505,41.995304,-0.642309,0.55738,None
1256570,52.585506,-27.807055,0.34601,None
1256596,52.929066,-27.730841,0.68203,None
1256680,33.899632,-5.664751,0.29546,None
1256701,34.007591,-4.72897,0.43749,None
1256764,36.224007,-5.729933,0.55774,None
1256765,35.418308,-6.483863,0.35377,None
1256807,35.787895,-4.840578,0.62074,None
1256817,36.803791,-4.634374,0.481,None
1256819,37.317406,-4.137487,0.58701,None
1256823,36.531845,-4.617309,0.44199,None
1256933,54.899605,-27.616728,0.35332,None
1257016,8.211005,-43.777165,0.3384,None
1257022,7.705597,-43.297237,0.38786,None
1257040,8.276361,-42.806156,0.35277,None
1257102,10.057633,-44.561985,0.47434,None
1257112,10.021654,-43.859154,0.37099,None
1257129,9.21262,-43.740456,0.58932,None
1257144,8.647255,-43.891594,0.5267,None
1257216,40.5373,-1.421909,0.65557,None
1257228,51.953709,-28.739286,1.02514,None
1257335,54.79567,-27.395338,0.48464,None
1257356,54.377518,-26.515305,0.33307,None
1257366,53.899559,-26.969273,0.21182,None
1257419,53.678158,-29.52577,0.40412,None
1257496,54.147209,-29.331924,0.59458,None
1257533,51.988888,-27.99667,0.23003,None
1257602,52.94643,-27.546074,0.52271,None
1257605,52.44627,-27.333342,0.74605,None
1257609,53.019367,-28.62269,0.3344,None
1257646,51.994709,-27.733734,0.84169,None
1257695,7.601611,-42.298237,0.18472,None
1257775,53.005711,-29.02096,0.47654,None
1257839,8.841945,-44.728416,0.64538,None
1257905,42.168072,-0.618253,0.61509,None
1257934,42.89386,-0.59269,0.29739,None
1258061,40.702087,-1.084045,0.45939,None
1258090,41.002483,-0.262177,0.36757,None
1258118,40.81284,-1.437293,0.62638,None
1258191,35.132549,-4.823298,0.51814,None
1258249,35.265404,-4.731048,0.62237,None
1258289,36.144314,-6.688757,0.50629,None
