Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted
40,ZTF18aahjafd,0.03588143,2.614e-05,z_gal,58230.56988708589,0.001320853,-0.665964408,0.3376155237085839,0.1199764913799299,4.3531776104974856e-05,0.1020819821067517,0.029400926,-2.73e-07,-0.005559552,0.000322462,-4.87e-07,-1.11e-06,-4.68e-05,0.009863088,3.1,0,0.000268283,198.274437,23.459355,snia-cosmo,norm,1.0,1.0,2018loz,99.09090909
44,ZTF18aahptcq,0.06349391,1.368e-05,z_gal,58221.37948988671,0.000765715,0.412335229,0.1834290773113249,0.4286024876018928,4.611846973694644e-05,0.2390592100024481,0.047851495,-2.97e-06,-0.073541386,0.00385315,-2.03e-06,-2.09e-06,0.00101721,0.037021264,3.1,0,0.3254190759685575,162.318104,26.373088,snia-cosmo,norm,1.0,1.0,2018auv,100.0
46,ZTF18aahqavd,0.12050144,0.00042257,z_nonSEDm,58215.01221364798,0.000244755,0.3718106418736486,-0.049842629,0.406955692,1.2799169581144577e-05,0.3214765457092864,0.049068307,-1.57e-07,-0.039811939,-0.002299003,-2.13e-06,-5.6e-07,0.006792987,0.015658386,3.1,0,0.2466313510330209,159.516654,45.256617,snia-cosmo,norm,1.0,1.0,2018bba,100.0
47,ZTF18aahqmsr,0.06210194,1.026e-05,z_gal,58233.97697358328,0.000873743,0.8539242970413163,0.082794694,0.1409132175322156,2.895112583023874e-05,0.1484985765314086,0.03017582,-5.68e-07,-0.005011934,0.00097233,-9.28e-07,-7.35e-07,3.525231818059676e-06,0.016881542,3.1,0,0.003698016,159.649636,35.971196,snia-cosmo,norm,1.0,1.0,2018lpa,96.55172413793105
49,ZTF18aahshhp,0.059615,1.414e-05,z_gal,58911.30113880571,0.001352036,-0.721587585,-0.043226152,0.1387938760599354,4.280571453696674e-05,0.2287905644049187,0.028055056,-5.65e-07,0.017241058,0.000605258,-2.24e-06,-1.02e-06,0.001149837,0.009230399,3.1,0,0.3219292177096283,190.20547,25.750446,snia-cosmo,norm,1.0,1.0,2020dln,100.0
51,ZTF18aahtjsc,0.05287786,1.069e-05,z_gal,58576.411072420175,0.000686,-0.015980282,0.247028161,0.1748589491253369,2.4904055234212566e-05,0.1700803562535707,0.032269635,-8.31e-07,0.000306126,0.000602772,-9.5e-07,-6.69e-07,-1.84e-05,0.01465611,3.1,0,0.002068969,169.205149,46.910989,snia-cosmo,norm,1.0,1.0,2019cdd,100.0
52,ZTF18aahvndq,0.01543852,1.82e-05,z_gal,58991.683403291456,0.012225948,-0.956197059,0.091004269,0.1774845210384228,0.000425818,0.087389082,0.032024005,-6.65e-07,-0.007007115,-0.000158955,-4.7e-06,-1.15e-05,-0.00018009,0.010924681,3.1,0,0.9724669376219416,198.722696,27.008415,snia-cosmo,norm,1.0,1.0,2020jhf,100.0
54,ZTF18aaialps,0.14132799,0.00310846,z_snid,58208.93916937746,0.000210701,2.434401884931157,-0.029998906,0.179667435,6.799031062304815e-06,0.1822232520645434,0.035485388,1.9998315865350002e-07,-0.004728489,-0.00150503,-2.48e-07,-1.93e-07,-0.000538033,0.016313313,3.1,0,1.7702437757681647e-05,254.749876,34.580543,snia-cosmo,norm,1.0,1.0,,100.0
57,ZTF18aaifxvz,0.02568444,1.414e-05,z_gal,59006.06452650588,0.00372119,-2.740232676,0.2024111422574747,0.1888757656342932,0.000178273,0.2930285285143559,0.052163454,-4.56e-06,0.026244832,-0.000375742,-1.74e-05,-7.23e-06,0.000882214,0.014163903,3.1,0,0.2871268615691426,170.555313,24.317404,snia-cosmo,norm,1.0,1.0,2020lyo,100.0
61,ZTF18aairuad,0.06466153,1.14e-05,z_gal,58229.20279877532,0.000891396,0.5494572418395482,-0.038371616,0.089853912,2.7260892206626105e-05,0.083297037,0.02907272,-1.44e-07,-0.001676833,0.000263938,-1.33e-07,-6.78e-07,-0.000135569,0.014202453,3.1,0,0.8180960772888706,177.939735,57.799506,snia-cosmo,norm,1.0,1.0,2018baq,100.0
65,ZTF18aaitowa,0.12330656,4.275e-05,z_gal,58220.30791280772,0.000266742,0.9642822027741896,0.031700479,0.1773888431525847,8.998197716703738e-06,0.1696360641294929,0.033006209,-1.68e-07,-0.005079999,0.000317645,-3.68e-07,-2.54e-07,0.000483254,0.027914897,3.1,0,0.019807694,241.149527,71.47552,snia-cosmo,norm,1.0,1.0,2018bax,100.0
68,ZTF18aaiykoz,0.03065642,1.249e-05,z_gal,59024.62485895476,0.006476583,0.9270401028550068,-0.047763482,0.039884709,0.000190605,0.033252838,0.026085185,1.6027467756628351e-06,-0.000321874,-0.000258479,1.113794247635366e-06,-4.32e-06,-0.000236099,0.013548926,3.1,0,0.9999982224215656,239.497841,40.033895,snia-cosmo,norm,1.0,1.0,2020mcc,100.0
69,ZTF18aaizerg,0.06846052,1.46e-05,z_gal,58852.80832,0.000678003,-1.206520734,0.073268074,0.1647405230287404,2.136896049855907e-05,0.08352567,0.027232065,-1.75e-07,-0.006873464,-0.000234735,-1.41e-07,-4.99e-07,-3.7e-06,0.022999586,3.1,0,0.039520035,219.698213,50.102776,snia-cosmo,norm,1.0,1.0,2019zbj,100.0
70,ZTF18aajivpr,0.05145185,1.194e-05,z_gal,58954.45430807741,0.000537102,-0.677752074,0.3725231920964031,0.1753034430730622,1.951605329642307e-05,0.1022954022933377,0.031102356,-7.74e-07,-0.005164897,0.000852753,-2.13e-07,-5.33e-07,-2.46e-05,0.019188716,3.1,0,0.3844181367485987,179.195463,52.483881,snia-cosmo,norm,1.0,1.0,2020gaa,100.0
72,ZTF18aajnuef,0.07551299,2.134e-05,z_gal,58228.88428217219,0.000445581,-0.097076447,0.1771098159442295,0.4570144022982276,4.09858949870478e-05,0.3981801531724631,0.068834476,-2.96e-06,-0.044132731,0.007050401,-8.82e-06,-2.67e-06,0.011151676,0.012925491,3.1,0,0.550470952,206.647068,29.110053,snia-cosmo,norm,1.0,1.0,2018atr,100.0
76,ZTF18aajwdwz,0.09721546,1.233e-05,z_gal,58228.13086234341,0.000398273,-0.112367117,-0.118769939,0.4180684670791379,1.5692588627662873e-05,0.404965875,0.046363725,-8.75e-07,-0.03345864,0.007797939,-1.31e-06,-5.22e-07,-0.002444142,0.032782945,3.1,0,0.4095764789002753,124.917796,27.530461,snia-cosmo,norm,1.0,1.0,,100.0
78,ZTF18aakcsqt,0.07652539,2.805e-05,z_gal,58236.52640589233,0.000566566,-0.929788648,0.007466216,0.1698804277220915,2.1655141013112196e-05,0.1648349494565554,0.035022697,7.380091044586683e-07,0.00047232,-0.001278378,-9.13e-07,-6.04e-07,-0.000435122,0.02088864,3.1,0,0.6680843385665242,184.510594,19.620818,snia-cosmo,norm,1.0,1.0,,100.0
79,ZTF18aakdyym,0.11749163,1.116e-05,z_gal,58234.91021310269,0.000473645,0.259737945,-0.061309987,0.075891514,1.4665452850147488e-05,0.1052663520680431,0.02998626,1.8965390750326405e-08,-0.001172646,1.6549277505547344e-05,-3.37e-07,-3.72e-07,0.000192708,0.01261408,3.1,0,3.868342693649023e-06,210.015893,61.085649,snia-cosmo,norm,1.0,1.0,2018cad,100.0
80,ZTF18aakepih,0.14386708,1.16e-05,z_gal,58233.41939037038,0.000193456,0.522385147,-0.03599422,0.273414579,8.910975361162328e-06,0.3919606090822594,0.043754454,-9.38e-08,-0.004102084,0.000727314,-2.05e-06,-2.81e-07,0.002843462,0.01920606,3.1,0,0.006643688,185.578254,9.031339,snia-cosmo,norm,1.0,1.0,2018aws,100.0
81,ZTF18aakglgw,0.03761017,1.261e-05,z_gal,58217.23436099515,0.001504821,-1.84863302,0.1637980961084744,0.055156283,5.229112369088142e-05,0.071228287,0.030790677,7.75635976688453e-07,-0.001432872,-0.000502531,-1.18e-06,-1.43e-06,0.000474847,0.010514468,3.1,0,0.9999999999307564,222.699665,54.40789,snia-cosmo,norm,1.0,1.0,2018aoy,100.0
82,ZTF18aakiwbs,0.06830079,0.00538516,z_snid,58948.02096283895,0.000821224,-1.351815129,0.078888474,0.086483593,2.5962258390115327e-05,0.070764765,0.027326518,-1.59e-09,-0.002176686,-0.000102091,-3.05e-07,-6.14e-07,9.192297473197851e-05,0.011125562,3.1,0,0.4087213358896656,229.402547,57.185096,snia-cosmo,norm,1.0,1.0,2020fqi,100.0
83,ZTF18aaklpdo,0.04499953,1.134e-05,z_gal,58434.74962481384,0.002223843,-0.933947677,-0.157465152,0.1331791302109195,7.10584277671027e-05,0.1251145170605265,0.033436131,1.7804940402094317e-07,-0.000372012,-0.000661673,-1.07e-06,-1.86e-06,-0.000441837,0.018193815,3.1,0,4.634773722615129e-07,177.450738,25.650593,snia-cosmo,norm,1.0,1.0,2018hvf,100.0
84,ZTF18aakoylt,0.08758806,1.066e-05,z_gal,58238.36877953809,0.000442768,-0.037275687,-0.045785213,0.1997832426277455,1.507335676837184e-05,0.2201270657558335,0.030960972,-4.22e-08,-0.015515885,-0.000230354,-9.09e-07,-3.96e-07,0.000859404,0.028165191,3.1,0,6.402559110854751e-05,179.549764,49.320502,snia-cosmo,norm,1.0,1.0,2018bgp,98.82352941176472
87,ZTF18aakzliv,0.08867847,0.00140357,z_override,58239.92632012722,0.000725247,1.388313548470906,-0.122844728,0.067054342,2.1620219106801848e-05,0.086793,0.028164519,1.2027146563839745e-07,-5e-05,-0.000255837,-2.65e-07,-5.03e-07,-0.000203402,0.02865542,3.1,0,0.9693423031212748,260.479439,29.309327,snia-cosmo,norm,1.0,1.0,2018bcm,100.0
89,ZTF18aalurka,0.02878992,0.00015044,z_gal,58234.021298305415,0.001640388,1.125530362436624,0.2535978083331057,0.2392910729504365,8.20494255620132e-05,0.5018577040458756,0.04720243,-7.95e-06,0.017984188,0.006618487,-1.28e-05,-3.24e-06,-0.001373034,0.048263366,3.1,0,0.5739815486286173,150.778769,-15.472798,snia-cosmo,norm,1.0,1.0,2018awj,100.0
90,ZTF18aamigmk,0.02229592,1.262e-05,z_gal,58244.100764449344,0.011164025,0.7323532744754204,-0.111544771,0.037860852,0.000334058,0.038380227,0.027136464,3.3042552614809352e-06,-5.46e-05,-0.0003312,1.2573969010558674e-06,-7.81e-06,-0.000256734,0.036154599,3.1,0,0.9709248611381156,269.417711,50.03859,snia-cosmo,norm,1.0,1.0,2018aye,100.0
91,ZTF18aamlhee,0.04300356,1.53e-05,z_gal,58180.79310314277,0.001601464,-0.919713872,0.1167742863001551,0.7928146646736423,0.000114244,0.1560320744892846,0.053393078,-7.04e-05,-0.093473333,0.033070467,6.395195789175806e-06,-5.7e-06,-0.004307285,0.01432063,3.1,0,0.972852425,240.454248,47.390727,snia-cosmo,norm,1.0,1.0,2018zs,100.0
92,ZTF18aamlqqh,0.05718284,2.111e-05,z_gal,58242.68518283112,0.001289689,-1.372103544,-0.057531725,0.091401792,4.074394964170163e-05,0.093733999,0.029672779,1.276668704662323e-07,0.000801879,-0.000388953,-5.97e-07,-9.89e-07,-0.000232412,0.029255643,3.1,0,0.9573062011652238,266.986078,34.932642,snia-cosmo,norm,1.0,1.0,2018bcz,100.0
94,ZTF18aandjhu,0.02567349,1.115e-05,z_gal,58623.006813025706,0.003454981,-1.151421414,0.3401875763138625,0.1077530751681479,0.000148144,0.1550192372581527,0.035479476,3.77829183839478e-06,-0.007312513,-0.000721513,-1.19e-05,-4.71e-06,0.001996431,0.061382289,3.1,0,0.000617528,263.526711,25.344095,snia-cosmo,norm,1.0,1.0,2019gcc,100.0
97,ZTF18aanygjk,0.06180617,1.349e-05,z_gal,58652.93163705723,0.001404977,0.7993006161741982,0.013729996,0.058166647,4.25461133984037e-05,0.076688543,0.027408719,1.6422299939023917e-07,0.00024552,-0.000104731,-4.43e-07,-1e-06,6.17362360704288e-05,0.029561967,3.1,0,6.7873667915208295e-06,273.063952,56.619776,snia-cosmo,norm,1.0,1.0,2019haw,100.0
99,ZTF18aaobguk,0.13031168,1.488e-05,z_gal,58239.371580511935,0.000274999,-0.073189984,-0.12672558,0.1172515258331259,8.812265373004709e-06,0.1636819076043378,0.03237273,-8.15e-08,0.005064901,-0.000150734,-3.35e-07,-2.36e-07,0.000229236,0.019598133,3.1,0,0.002093619,178.049316,51.360012,snia-cosmo,norm,1.0,1.0,,99.55947136563876
100,ZTF18aaobjwr,0.11038691,2.816e-05,z_gal,58236.18836638301,0.000244664,-2.011303058,-0.075619705,0.2056664105366508,1.0248506292672528e-05,0.2760527626222016,0.039586642,-5.75e-07,0.002029624,0.001157062,-1.1e-06,-3.19e-07,0.000903837,0.015558706,3.1,0,0.028544286,174.146216,34.589456,snia-cosmo,norm,1.0,1.0,,98.79518072289156
102,ZTF18aaocrmb,0.10099911,0.00042088,z_nonSEDm,58241.508503940255,0.000304414,0.1213590982355293,0.088518007,0.1424825933572719,9.808950913409034e-06,0.1861633733356708,0.030839044,-1.65e-07,0.008151807,0.000236556,-3.37e-07,-2.58e-07,0.000398455,0.0093735,3.1,0,0.005677833,179.525051,58.986013,snia-cosmo,norm,1.0,1.0,2018bjf,99.04761904761904
104,ZTF18aaodrgt,0.05162126,1.545e-05,z_gal,58244.392092668335,0.001435481,-1.549971562,-0.097418017,0.1392763679104973,5.127494989355652e-05,0.123737716,0.034334755,9.83271626040462e-07,0.000874615,-0.001102178,-1.5e-06,-1.4e-06,-7.55e-05,0.015876328,3.1,0,0.9334541663876764,217.252198,17.325131,snia-cosmo,norm,1.0,1.0,2018bfd,100.0
107,ZTF18aaotzhu,0.07152984,1.799e-05,z_gal,58236.28681,0.000665821,-0.956095172,-0.086545798,0.1548019456058682,2.5456950232817977e-05,0.1845274194153599,0.034861031,-1.34e-07,-0.000359347,0.000684289,-1.67e-06,-7.07e-07,0.000395892,0.032282856,3.1,0,0.3062492521472132,223.206301,18.080228,snia-cosmo,norm,1.0,1.0,2018bae,100.0
109,ZTF18aaovbiy,0.07740147,1.327e-05,z_gal,58241.108757990616,0.000659488,-0.065036732,-0.063549422,0.1697447739643394,2.403608439673126e-05,0.1457726774767731,0.032078125,7.940865356093712e-07,-0.005910224,-0.001206024,-1.27e-06,-6.13e-07,8.546993190036572e-05,0.021911167,3.1,0,0.7215703553007391,231.659528,28.866196,snia-cosmo,norm,1.0,1.0,2018bdo,100.0
111,ZTF18aaphzut,0.08321972,4.81e-05,z_gal,58242.46660973032,0.000559128,-0.487500194,-0.009305369,0.2043438058462925,1.867397667710825e-05,0.154659556,0.032861351,-3.39e-07,-0.000502834,-0.000118882,-2.92e-07,-4.96e-07,-0.000584939,0.01427504,3.1,0,0.004701276,187.323299,6.341153,snia-cosmo,norm,1.0,1.0,2018bgb,100.0
114,ZTF18aapsedq,0.07193439,2.21e-05,z_gal,58247.73121855656,0.000788264,-0.341137808,-0.086093066,0.081456856,2.3134249704107932e-05,0.061913759,0.027072593,1.9075597974547385e-07,-0.001989128,-0.000249009,1.69343279476998e-08,-5.37e-07,-0.000195751,0.019032776,3.1,0,0.4845712062283956,215.396011,49.547208,snia-cosmo,norm,1.0,1.0,2018bgs,100.0
116,ZTF18aaqcozd,0.06413801,0.00304631,z_snid,58253.40600293862,0.00075983,-1.279282073,-0.107647903,0.071994414,2.301517368071064e-05,0.1022364299156874,0.027661306,1.8748741436802746e-07,0.00363895,-0.000246667,-1.92e-07,-5.44e-07,2.5587403791604483e-05,0.020043961,3.1,0,0.9708968836882764,190.562986,42.271732,snia-cosmo,norm,1.0,1.0,2018bjc,100.0
117,ZTF18aaqcqkv,0.12009401,0.00338378,z_snid,58247.497644225376,0.000244415,-1.229970598,-0.055384429,0.140609169,7.731211678170622e-06,0.1810496313344188,0.032456706,5.8969789512590326e-08,-0.002467053,-0.000295928,-2.17e-07,-2.07e-07,-0.000115336,0.008591183,3.1,0,0.1396437693433881,196.510262,48.277352,snia-cosmo,norm,1.0,1.0,2018lpc,100.0
118,ZTF18aaqcqve,0.11759649,0.0031305,z_snid,58244.762234774105,0.000280772,-0.541072197,-0.040724973,0.1668392600986408,8.769727552873982e-06,0.1523703128299278,0.031554092,-7.43e-08,-0.007661123,2.529831918768312e-05,-7.46e-08,-2.33e-07,-0.00027173,0.011086149,3.1,0,0.560965668,198.097981,47.450729,snia-cosmo,norm,1.0,1.0,,100.0
119,ZTF18aaqcqvr,0.07114603,0.00048799,z_nonSEDm,58256.21172754718,0.000840004,0.6028162323707056,-0.020062369,0.059172618,2.556176216829176e-05,0.086297017,0.027160391,1.7020796459486974e-07,0.001116763,-0.00019645,-3.73e-07,-5.98e-07,0.000145826,0.028042219,3.1,0,0.000590499,193.852759,45.578474,snia-cosmo,norm,1.0,1.0,2018bvg,100.0
121,ZTF18aaqculk,0.08937023,0.00304631,z_snid,58247.43598211188,0.000404638,-1.100857652,-0.060984873,0.083114898,1.23226135619298e-05,0.076789381,0.029811666,1.2166717296344393e-07,0.000409304,-0.000476127,-4.21e-08,-3.08e-07,-0.000259712,0.017575349,3.1,0,0.5697838238696475,223.08529,30.905797,snia-cosmo,norm,1.0,1.0,2018bhq,100.0
123,ZTF18aaqedfj,0.06232362,2.382e-05,z_gal,58242.28836482328,0.001283062,-0.38024516,-0.159243895,0.1563720454032591,4.317879057128471e-05,0.110514852,0.031069486,9.168341906526184e-07,-0.002999712,-0.001083021,-1.17e-06,-1.06e-06,-0.000406548,0.012584376,3.1,0,0.1779199638598338,206.355047,26.424246,snia-cosmo,norm,1.0,1.0,2018bff,100.0
124,ZTF18aaqehoc,0.06206565,1.248e-05,z_gal,58251.28410292513,0.000983904,-0.524963638,0.037731701,0.048216746,2.928278289962116e-05,0.046799488,0.026904385,1.822633591636829e-07,-0.000413942,-0.00016679,1.3969782796566261e-08,-6.79e-07,-0.000164359,0.014565016,3.1,0,0.000242107,228.185602,40.10991,snia-cosmo,norm,1.0,1.0,2018bgq,100.0
125,ZTF18aaqeygf,0.10278858,0.00286356,z_snid,58253.94554458425,0.000367777,0.7665623244720342,-0.013431046,0.160864525,1.2497079157199473e-05,0.1843497787283902,0.031534467,1.812696975674305e-07,0.013723985,-0.000528904,-6.27e-07,-3.3e-07,0.000735147,0.014606954,3.1,0,0.011420495,200.350029,68.826387,snia-cosmo,norm,1.0,1.0,2018bmv,98.38709677419357
126,ZTF18aaqffyp,0.07289707,0.00590593,z_snid,58253.76643506103,0.000711022,0.8537123515657578,-0.008487217,0.045577841,2.0911019304762463e-05,0.045889047,0.026260445,4.054365114392151e-08,-0.000208705,-5.25e-05,-4.87e-08,-4.76e-07,-3.76e-05,0.01856968,3.1,0,0.2405671137447845,231.945012,34.948218,snia-cosmo,norm,1.0,1.0,2018bhr,100.0
128,ZTF18aaqfziz,0.05382606,1.799e-05,z_gal,58245.601678906816,0.000929044,-1.077812652,0.1519526156045499,0.1852622739243088,3.452681427446394e-05,0.1064109285736006,0.032961749,3.7464723680624843e-07,-0.004885458,-0.000870484,-9.12e-07,-9.36e-07,-7.65e-05,0.033993674,3.1,0,0.002138137,224.76911,19.587287,snia-cosmo,norm,1.0,1.0,2018bhp,100.0
129,ZTF18aaqgadq,0.07196712,3.052e-05,z_gal,58251.01967566195,0.000663416,-1.943415897,0.007102971,0.1793836743418069,2.4706587817306647e-05,0.1223088798345694,0.034442082,2.3844768251954e-07,-0.004872563,-0.000875824,-8.32e-07,-6.8e-07,8.160894505789396e-05,0.019747614,3.1,0,1.6033738749208731e-06,222.28611,16.457697,snia-cosmo,norm,1.0,1.0,2018biv,100.0
133,ZTF18aaqjvjr,0.11653354,3.77e-05,z_gal,58243.24381167242,0.000240724,-1.362747188,-0.059778139,0.2203773754408757,7.852546765821535e-06,0.2122497900946365,0.032985059,-2.7e-07,-0.010872515,0.000249764,-1.84e-07,-2.12e-07,1.2425699386564611e-05,0.013055416,3.1,0,0.076250397,189.621716,39.003057,snia-cosmo,norm,1.0,1.0,,100.0
134,ZTF18aaqjxid,0.11099255,0.00055046,z_nonSEDm,58251.43084616851,0.00039408,0.2733303885178425,-0.084082707,0.098457719,1.221702140113444e-05,0.1278648319436719,0.030414131,1.1765741991314641e-07,0.000898237,-0.000329323,-2.25e-07,-3.1e-07,-0.000125517,0.031379409,3.1,0,1.223320035017245e-06,200.841643,45.644253,snia-cosmo,norm,1.0,1.0,,100.0
135,ZTF18aaqkcso,0.01417361,2.75e-05,z_gal,,,,,,,,,,,,,,,0.005877783,3.1,0,0.6345874266008616,204.054345,38.355023,snia-cosmo,norm,1.0,1.0,2019fck,100.0
138,ZTF18aaqnrum,0.07429396,0.0045607,z_snid,58255.35067582991,0.000780568,0.066720297,-0.037075348,0.068642095,2.3520661580318545e-05,0.063627512,0.027318734,2.22777590190398e-07,-0.000988586,-0.000267634,-9.43e-08,-5.53e-07,-0.000105035,0.066768318,3.1,0,0.5574850715801106,248.565707,26.889635,snia-cosmo,norm,1.0,1.0,2018bhs,100.0
141,ZTF18aaqpsvo,0.13505192,1.142e-05,z_gal,58250.29847086867,0.000115036,-0.869565262,-0.02446805,0.3616071741198539,5.36422976453199e-06,0.3847845450746637,0.049922132,4.995018350010207e-07,0.002588668,-0.006243616,-9.06e-07,-1.88e-07,0.000880444,0.010518608,3.1,0,0.088253658,199.627167,32.002056,snia-cosmo,norm,1.0,1.0,,100.0
144,ZTF18aaqskoy,0.08608382,1.118e-05,z_gal,58255.06816909655,0.000827888,1.0675247771883958,-0.111923985,0.075821674,2.4523893306833272e-05,0.07175291,0.02862336,2.505742198554059e-07,-0.000792972,-0.000358985,-1.61e-08,-5.91e-07,-0.000276797,0.020519228,3.1,0,0.999883798,255.907767,36.429186,snia-cosmo,norm,1.0,1.0,2018bhv,100.0
146,ZTF18aarbaba,0.05940777,0.00010721,z_gal,59023.50397702596,0.001033511,-1.689373277,0.027073451,0.07784851,3.210150525874314e-05,0.1172479482109208,0.028590845,2.2269963480818148e-08,0.000954329,0.000188408,-2.44e-07,-7.94e-07,6.500163295338481e-05,0.1022161341810794,3.1,0,0.8796925358868746,270.75543,20.631021,snia-cosmo,norm,1.0,1.0,2020mnu,100.0
